-0.1	-0.02856839
-0.09	-0.02855693
-0.08	-0.02857923
-0.07	-0.02857381
-0.06	-0.02856714
-0.05	-0.02855964
-0.04	-0.02855775
-0.03	-0.02856589
-0.02	-0.02856777
-0.01	-0.02854858
0	-0.02855816
0.01	-0.02857631
0.02	-0.02856526
0.03	-0.02854233
0.04	-0.02855775
0.05	-0.0285638
0.06	-0.02854629
0.07	-0.02851919
0.08	-0.02855129
0.09	-0.02851126
0.1	-0.02853399
0.11	-0.0285417
0.12	-0.0285152
0.13	-0.02853023
0.14	-0.02852356
0.15	-0.02850439
0.16	-0.02852147
0.17	-0.02850686
0.18	-0.02849666
0.19	-0.02849812
0.2	-0.02848124
0.21	-0.02846372
0.22	-0.02846935
0.23	-0.02844997
0.24	-0.028431
0.25	-0.02843579
0.26	-0.02841245
0.27	-0.02839513
0.28	-0.02835948
0.29	-0.02833177
0.3	-0.02827695
0.31	-0.02821814
0.32	-0.02812872
0.33	-0.02804429
0.34	-0.02789898
0.35	-0.02772177
0.36	-0.02749477
0.37	-0.02715807
0.38	-0.0267078
0.39	-0.02608947
0.4	-0.02525831
0.41	-0.02411527
0.42	-0.02261388
0.43	-0.02062507
0.44	-0.018073
0.45	-0.01482421
0.46	-0.01078034
0.47	-0.005858385
0.48	-2.354701e-05
0.49	0.006741526
0.5	0.01445869
0.51	0.02306894
0.52	0.03253058
0.53	0.04277877
0.54	0.0537364
0.55	0.0653626
0.56	0.07758754
0.57	0.09034026
0.58	0.1035919
0.59	0.1172753
0.6	0.1313731
0.61	0.1458567
0.62	0.1606926
0.63	0.17581
0.64	0.1912383
0.65	0.2069326
0.65	0.2073153
0.64	0.1920501
0.63	0.1770152
0.62	0.162251
0.61	0.1477374
0.6	0.1335512
0.59	0.1197294
0.58	0.1062964
0.57	0.09328948
0.56	0.08073749
0.55	0.06868812
0.54	0.05719991
0.53	0.04632151
0.52	0.03611565
0.51	0.02661021
0.5	0.01789907
0.49	0.0100118
0.48	0.003014281
0.47	-0.003108678
0.46	-0.008348124
0.45	-0.01273744
0.44	-0.01631998
0.43	-0.01919518
0.42	-0.02144811
0.41	-0.02319674
0.4	-0.02453429
0.39	-0.0255295
0.38	-0.02629126
0.37	-0.02684452
0.36	-0.02727023
0.35	-0.02755979
0.34	-0.02776825
0.33	-0.02793752
0.32	-0.02807283
0.31	-0.02813932
0.3	-0.02824294
0.29	-0.0283036
0.28	-0.02833425
0.27	-0.02839679
0.26	-0.02840804
0.25	-0.02842909
0.24	-0.02844702
0.23	-0.0284364
0.22	-0.02847078
0.21	-0.02849122
0.2	-0.02850603
0.19	-0.0285177
0.18	-0.02853562
0.17	-0.02851936
0.16	-0.02854021
0.15	-0.02852958
0.14	-0.02854041
0.13	-0.02854876
0.12	-0.02856521
0.11	-0.02857587
0.1	-0.02858378
0.09	-0.02860232
0.08	-0.02859692
0.07	-0.02860526
0.06	-0.02860087
0.05	-0.02860234
0.04	-0.02858983
0.03	-0.02860921
0.02	-0.02860317
0.01	-0.02861628
0	-0.0286336
-0.01	-0.0286459
-0.02	-0.02865612
-0.03	-0.0286532
-0.04	-0.02865945
-0.05	-0.02864255
-0.06	-0.02865111
-0.07	-0.02864839
-0.08	-0.02865611
-0.09	-0.0286607
-0.1	-0.02867863
