-0.1	-0.02833456
-0.09	-0.02821926
-0.08	-0.02827222
-0.07	-0.02834375
-0.06	-0.02826285
-0.05	-0.02824033
-0.04	-0.02829244
-0.03	-0.02824116
-0.02	-0.02829161
-0.01	-0.02827181
0	-0.02821594
0.01	-0.02825701
0.02	-0.02828703
0.03	-0.0282399
0.04	-0.02828309
0.05	-0.02826263
0.06	-0.02826805
0.07	-0.02823094
0.08	-0.02824845
0.09	-0.02822302
0.1	-0.02823011
0.11	-0.0282547
0.12	-0.0282078
0.13	-0.02824177
0.14	-0.0282155
0.15	-0.02820424
0.16	-0.02821926
0.17	-0.0282105
0.18	-0.02820029
0.19	-0.02819299
0.2	-0.02817548
0.21	-0.02818923
0.22	-0.02818652
0.23	-0.02814817
0.24	-0.02818674
0.25	-0.02815317
0.26	-0.02814128
0.27	-0.02811752
0.28	-0.02812127
0.29	-0.02811377
0.3	-0.02809542
0.31	-0.02807603
0.32	-0.02805143
0.33	-0.02803641
0.34	-0.02799451
0.35	-0.02796157
0.36	-0.02791925
0.37	-0.02784003
0.38	-0.027741
0.39	-0.02764802
0.4	-0.0274606
0.41	-0.02724127
0.42	-0.02691458
0.43	-0.02649554
0.44	-0.02591763
0.45	-0.02505452
0.46	-0.02393123
0.47	-0.02238347
0.48	-0.02030409
0.49	-0.0176001
0.5	-0.01406366
0.51	-0.009655346
0.52	-0.004268222
0.53	0.00215777
0.54	0.009595768
0.55	0.01804511
0.56	0.02744658
0.57	0.03772348
0.58	0.04877821
0.59	0.06055824
0.6	0.0729873
0.61	0.08601861
0.62	0.09956513
0.63	0.1135874
0.64	0.1280391
0.65	0.1428851
0.65	0.1431447
0.64	0.128578
0.63	0.1143529
0.62	0.1005093
0.61	0.08719196
0.6	0.07430946
0.59	0.06196945
0.58	0.05030697
0.57	0.03929165
0.56	0.02904313
0.55	0.01966208
0.54	0.01113853
0.53	0.003600462
0.52	-0.00292686
0.51	-0.008523087
0.5	-0.01306565
0.49	-0.01672864
0.48	-0.01965403
0.47	-0.02183535
0.46	-0.02348757
0.45	-0.02476074
0.44	-0.0256226
0.43	-0.02628077
0.42	-0.02680427
0.41	-0.02710885
0.4	-0.02736444
0.39	-0.02751747
0.38	-0.027673
0.37	-0.02779726
0.36	-0.02784478
0.35	-0.02793089
0.34	-0.02795152
0.33	-0.02800842
0.32	-0.02803805
0.31	-0.0280495
0.3	-0.02805848
0.29	-0.02810413
0.28	-0.02807827
0.27	-0.02812393
0.26	-0.02813247
0.25	-0.02813414
0.24	-0.02813728
0.23	-0.02816145
0.22	-0.02816999
0.21	-0.02816625
0.2	-0.02818794
0.19	-0.02817375
0.18	-0.02818897
0.17	-0.02820669
0.16	-0.02821337
0.15	-0.02820585
0.14	-0.02821711
0.13	-0.02822795
0.12	-0.02819856
0.11	-0.02822587
0.1	-0.02823087
0.09	-0.02823525
0.08	-0.0282246
0.07	-0.02823358
0.06	-0.02825817
0.05	-0.02825006
0.04	-0.02824609
0.03	-0.02825923
0.02	-0.02825797
0.01	-0.02825755
0	-0.028254
-0.01	-0.02826381
-0.02	-0.02827297
-0.03	-0.02827464
-0.04	-0.02826421
-0.05	-0.02828235
-0.06	-0.02828318
-0.07	-0.02828444
-0.08	-0.02827151
-0.09	-0.02828444
-0.1	-0.02829736
